subject,condition,experiment,task,item_category,item,response_x,response_y,correct_response_x,correct_response_y,distance
159,Active,exp01,spatial_placement,lure,doghouse,269,252,215,277,59.50630218724736
159,Active,exp01,spatial_placement,target,donut,328,362,186,309,151.56846637740978
159,Active,exp01,spatial_placement,target,feather,57,318,178,288,124.66354719804824
159,Active,exp01,spatial_placement,target,fishbowl,106,299,129,290,24.698178070456937
159,Active,exp01,spatial_placement,lure,frame,108,277,314,343,216.31458573105976
159,Active,exp01,spatial_placement,target,gavel,258,370,318,328,73.23933369440222
159,Active,exp01,spatial_placement,target,gramophone,473,233,436,237,37.21558813185679
159,Active,exp01,spatial_placement,lure,gumballmachine,470,199,500,190,31.32091952673165
159,Active,exp01,spatial_placement,lure,hanger,114,340,164,360,53.85164807134504
159,Active,exp01,spatial_placement,lure,iron,268,162,285,222,62.36184731067546
159,Active,exp01,spatial_placement,target,jug,147,230,423,354,302.5756103852391
159,Active,exp01,spatial_placement,lure,ladle,349,203,333,294,92.39588735436226
159,Active,exp01,spatial_placement,lure,landline,374,204,145,410,308.021103173143
159,Active,exp01,spatial_placement,target,laptop,244,170,175,219,84.62860036654276
159,Active,exp01,spatial_placement,target,mailbox,127,257,477,199,354.7731669672891
159,Active,exp01,spatial_placement,target,microscope,305,168,489,358,264.4919658515169
159,Active,exp01,spatial_placement,lure,milkshake,448,237,210,220,238.6063704095094
159,Active,exp01,spatial_placement,lure,mortarpestle,254,235,280,367,134.5362404707371
159,Active,exp01,spatial_placement,target,paperairplane,147,341,385,345,238.03361107205006
159,Active,exp01,spatial_placement,lure,pear,100,293,145,369,88.32326986700618
159,Active,exp01,spatial_placement,lure,pen,301,168,185,337,204.98048687619024
159,Active,exp01,spatial_placement,target,piggybank,275,204,330,202,55.036351623268054
159,Active,exp01,spatial_placement,target,pretzel,411,269,281,193,150.58552387264854
159,Active,exp01,spatial_placement,target,purse,435,371,299,319,145.60219778561037
159,Active,exp01,spatial_placement,lure,racquet,415,251,510,275,97.98469268207153
159,Active,exp01,spatial_placement,target,remote,362,257,371,199,58.69412236331676
159,Active,exp01,spatial_placement,target,rubikscube,241,130,450,267,249.899979991996
159,Active,exp01,spatial_placement,lure,seashell,50,214,201,358,208.65521800328887
159,Active,exp01,spatial_placement,lure,shoppingcart,101,294,494,233,397.70592150482247
159,Active,exp01,spatial_placement,target,skates,148,169,178,237,74.32361670424818
159,Active,exp01,spatial_placement,target,soccerball,49,222,90,270,63.12685640834652
159,Active,exp01,spatial_placement,lure,starfish,274,289,237,201,95.46203433826454
159,Active,exp01,spatial_placement,target,straightener,435,255,459,233,32.55764119219941
159,Active,exp01,spatial_placement,lure,tapemeasure,127,289,189,230,85.58621384311844
159,Active,exp01,spatial_placement,lure,toiletpaper,274,174,422,366,242.42112119202815
159,Active,exp01,spatial_placement,lure,trumpet,98,220,133,232,37.0
160,Active,exp01,spatial_placement,target,alarmclock,192,238,119,361,143.0314650697531
160,Active,exp01,spatial_placement,target,applecore,222,270,392,350,187.88294228055935
160,Active,exp01,spatial_placement,lure,bikepump,189,396,439,350,254.19677417308034
160,Active,exp01,spatial_placement,lure,blender,390,369,333,170,207.0024154448445
160,Active,exp01,spatial_placement,lure,bowlingball,147,385,466,175,381.9175303648682
160,Active,exp01,spatial_placement,target,broom,370,197,219,186,151.40013210033868
160,Active,exp01,spatial_placement,target,cactus,389,199,167,189,222.22511109233358
160,Active,exp01,spatial_placement,lure,cereal,197,360,348,349,151.40013210033868
160,Active,exp01,spatial_placement,target,dogbowl,189,230,246,210,60.40695324215582
160,Active,exp01,spatial_placement,lure,doghouse,195,363,215,277,88.29496021857646
160,Active,exp01,spatial_placement,target,donut,137,247,186,309,79.02531240052139
160,Active,exp01,spatial_placement,target,feather,148,331,178,288,52.43090691567332
160,Active,exp01,spatial_placement,target,fishbowl,238,387,129,290,145.91093173576817
160,Active,exp01,spatial_placement,lure,frame,212,349,314,343,102.17631819555841
160,Active,exp01,spatial_placement,target,gavel,254,430,318,328,120.41594578792295
160,Active,exp01,spatial_placement,target,gramophone,421,235,436,237,15.132745950421556
160,Active,exp01,spatial_placement,lure,gumballmachine,331,230,500,190,173.66922582887275
160,Active,exp01,spatial_placement,lure,hairclip,432,216,390,170,62.289646009589745
160,Active,exp01,spatial_placement,lure,hanger,255,252,164,360,141.2267680009707
160,Active,exp01,spatial_placement,lure,iron,161,242,285,222,125.60254774486066
160,Active,exp01,spatial_placement,target,jug,255,359,423,354,168.07438829280326
160,Active,exp01,spatial_placement,lure,ladle,145,289,333,294,188.06647760831805
160,Active,exp01,spatial_placement,lure,milkshake,273,265,210,220,77.42092740338364
160,Active,exp01,spatial_placement,lure,mortarpestle,173,281,280,367,137.27709204379295
160,Active,exp01,spatial_placement,target,paperairplane,448,313,385,345,70.66116330771806
160,Active,exp01,spatial_placement,lure,pear,211,268,145,369,120.65239326262865
160,Active,exp01,spatial_placement,target,piggybank,155,299,330,202,200.08498194517247
160,Active,exp01,spatial_placement,target,pretzel,132,280,281,193,172.53985046939155
160,Active,exp01,spatial_placement,target,purse,385,353,299,319,92.47702417357513
160,Active,exp01,spatial_placement,lure,racquet,413,327,510,275,110.05907504608605
160,Active,exp01,spatial_placement,target,remote,214,204,371,199,157.07959765672945
160,Active,exp01,spatial_placement,target,rubikscube,122,329,450,267,333.8083282364297
160,Active,exp01,spatial_placement,target,skates,146,342,178,237,109.7679370308106
160,Active,exp01,spatial_placement,lure,starfish,232,231,237,201,30.4138126514911
160,Active,exp01,spatial_placement,target,straightener,422,307,459,233,82.73451516749222
160,Active,exp01,spatial_placement,lure,toiletpaper,360,313,422,366,81.5659242576212
160,Active,exp01,spatial_placement,lure,trumpet,140,182,133,232,50.48762224545735
160,Active,exp01,spatial_placement,lure,wateringcan,155,250,207,235,54.120236510939236
161,Active,exp01,spatial_placement,target,alarmclock,131,366,119,361,13.0
161,Active,exp01,spatial_placement,target,applecore,443,283,392,350,84.20213774008353
161,Active,exp01,spatial_placement,lure,bikepump,210,357,439,350,229.10696191953662
161,Active,exp01,spatial_placement,target,binoculars,296,344,270,339,26.476404589747453
161,Active,exp01,spatial_placement,lure,blender,320,199,333,170,31.78049716414141
161,Active,exp01,spatial_placement,lure,bowlingball,443,212,466,175,43.56604182158393
161,Active,exp01,spatial_placement,target,broom,359,278,219,186,167.5231327309754
161,Active,exp01,spatial_placement,target,cactus,116,207,167,189,54.08326913195984
161,Active,exp01,spatial_placement,target,camcorder,193,275,272,363,118.25819210524064
161,Active,exp01,spatial_placement,lure,cereal,278,369,348,349,72.80109889280519
161,Active,exp01,spatial_placement,target,dogbowl,161,221,246,210,85.70880934886448
161,Active,exp01,spatial_placement,lure,doghouse,436,206,215,277,232.12496634356245
161,Active,exp01,spatial_placement,target,donut,173,354,186,309,46.84015371452148
161,Active,exp01,spatial_placement,target,feather,224,232,178,288,72.47068372797375
161,Active,exp01,spatial_placement,target,fishbowl,329,379,129,290,218.908656749796
161,Active,exp01,spatial_placement,lure,frame,205,226,314,343,159.90622251807463
161,Active,exp01,spatial_placement,target,gavel,452,390,318,328,147.648230602334
161,Active,exp01,spatial_placement,target,gramophone,463,257,436,237,33.60059523282288
161,Active,exp01,spatial_placement,lure,gumballmachine,441,254,500,190,87.04596486914255
161,Active,exp01,spatial_placement,lure,hairclip,416,222,390,170,58.137767414994535
161,Active,exp01,spatial_placement,lure,hanger,326,179,164,360,242.90944814889355
161,Active,exp01,spatial_placement,lure,iron,305,344,285,222,123.62847568420473
161,Active,exp01,spatial_placement,target,jug,442,315,423,354,43.382023926967726
161,Active,exp01,spatial_placement,lure,ladle,323,290,333,294,10.770329614269007
161,Active,exp01,spatial_placement,lure,landline,155,388,145,410,24.166091947189145
161,Active,exp01,spatial_placement,target,laptop,141,235,175,219,37.57658845611187
161,Active,exp01,spatial_placement,target,microscope,479,256,489,358,102.48902380255166
161,Active,exp01,spatial_placement,lure,milkshake,254,210,210,220,45.12205669071391
161,Active,exp01,spatial_placement,lure,mortarpestle,271,172,280,367,195.20758181996928
161,Active,exp01,spatial_placement,target,paperairplane,176,389,385,345,213.58136622842358
161,Active,exp01,spatial_placement,lure,pear,214,148,145,369,231.52105735764079
161,Active,exp01,spatial_placement,target,piggybank,340,297,330,202,95.524865872714
161,Active,exp01,spatial_placement,target,pretzel,348,230,281,193,76.53757247260981
161,Active,exp01,spatial_placement,target,purse,288,258,299,319,61.98386886924694
161,Active,exp01,spatial_placement,lure,racquet,384,132,510,275,190.59118552545917
161,Active,exp01,spatial_placement,target,remote,192,304,371,199,207.52349264601347
161,Active,exp01,spatial_placement,target,rubikscube,474,269,450,267,24.08318915758459
161,Active,exp01,spatial_placement,lure,seashell,242,389,201,358,51.40038910358559
161,Active,exp01,spatial_placement,lure,shoppingcart,429,283,494,233,82.00609733428362
161,Active,exp01,spatial_placement,target,skates,224,296,178,237,74.81310045707235
161,Active,exp01,spatial_placement,target,soccerball,173,277,90,270,83.2946576918352
161,Active,exp01,spatial_placement,lure,starfish,144,356,237,201,180.75950874020432
161,Active,exp01,spatial_placement,target,straightener,177,351,459,233,305.69265611067596
161,Active,exp01,spatial_placement,lure,tapemeasure,261,236,189,230,72.24956747275377
161,Active,exp01,spatial_placement,lure,toiletpaper,436,288,422,366,79.2464510246358
161,Active,exp01,spatial_placement,lure,walkietalkie,480,258,393,246,87.82368700982668
162,Active,exp01,spatial_placement,target,alarmclock,96,266,119,361,97.74456506629922
162,Active,exp01,spatial_placement,target,applecore,91,210,392,350,331.96535963862254
162,Active,exp01,spatial_placement,lure,bikepump,366,286,439,350,97.082439194738
162,Active,exp01,spatial_placement,target,binoculars,375,336,270,339,105.04284840006957
162,Active,exp01,spatial_placement,lure,blender,357,174,333,170,24.331050121192877
162,Active,exp01,spatial_placement,lure,bowlingball,432,100,466,175,82.34682750416071
162,Active,exp01,spatial_placement,target,broom,407,90,219,186,211.09239683134018
162,Active,exp01,spatial_placement,target,cactus,68,167,167,189,101.41498903022176
162,Active,exp01,spatial_placement,target,camcorder,426,292,272,363,169.57889019568444
162,Active,exp01,spatial_placement,lure,cereal,465,110,348,349,266.101484400219
162,Active,exp01,spatial_placement,target,dogbowl,172,154,246,210,92.80086206496145
162,Active,exp01,spatial_placement,lure,doghouse,154,416,215,277,151.79591562357663
162,Active,exp01,spatial_placement,target,donut,154,317,186,309,32.984845004941285
162,Active,exp01,spatial_placement,target,feather,59,263,178,288,121.59769734661919
162,Active,exp01,spatial_placement,target,fishbowl,128,173,129,290,117.00427342623003
162,Active,exp01,spatial_placement,lure,frame,179,323,314,343,136.4734406395618
162,Active,exp01,spatial_placement,target,gavel,411,405,318,328,120.7393887677091
162,Active,exp01,spatial_placement,target,gramophone,437,219,436,237,18.027756377319946
162,Active,exp01,spatial_placement,lure,gumballmachine,478,166,500,190,32.55764119219941
162,Active,exp01,spatial_placement,lure,hairclip,321,171,390,170,69.00724599634447
162,Active,exp01,spatial_placement,lure,hanger,327,314,164,360,169.36646657470303
162,Active,exp01,spatial_placement,lure,iron,147,338,285,222,180.27756377319946
162,Active,exp01,spatial_placement,target,jug,118,304,423,354,309.0711892105118
162,Active,exp01,spatial_placement,lure,landline,360,245,145,410,271.01660465735307
162,Active,exp01,spatial_placement,target,mailbox,222,387,477,199,316.8106690122667
162,Active,exp01,spatial_placement,target,microscope,189,303,489,358,305.0
162,Active,exp01,spatial_placement,lure,milkshake,423,338,210,220,243.50154003619772
162,Active,exp01,spatial_placement,lure,mortarpestle,388,402,280,367,113.52973178863765
162,Active,exp01,spatial_placement,target,paperairplane,121,167,385,345,318.4022612985027
162,Active,exp01,spatial_placement,lure,pear,440,156,145,369,363.85986313414674
162,Active,exp01,spatial_placement,lure,pen,261,273,185,337,99.35793878699377
162,Active,exp01,spatial_placement,target,piggybank,206,228,330,202,126.69648771769484
162,Active,exp01,spatial_placement,target,pretzel,390,176,281,193,110.3177229641729
162,Active,exp01,spatial_placement,target,purse,213,260,299,319,104.29285689825551
162,Active,exp01,spatial_placement,lure,racquet,457,316,510,275,67.00746227100382
162,Active,exp01,spatial_placement,target,remote,282,110,371,199,125.86500705120545
162,Active,exp01,spatial_placement,target,rubikscube,363,319,450,267,101.35580891098448
162,Active,exp01,spatial_placement,lure,seashell,212,219,201,358,139.43457247038842
162,Active,exp01,spatial_placement,lure,shoppingcart,161,123,494,233,350.69787567078305
162,Active,exp01,spatial_placement,target,skates,240,317,178,237,101.21264743103995
162,Active,exp01,spatial_placement,target,soccerball,77,428,90,270,158.5339080449353
162,Active,exp01,spatial_placement,lure,starfish,111,245,237,201,133.46160496562297
162,Active,exp01,spatial_placement,target,straightener,359,366,459,233,166.4001201922643
162,Active,exp01,spatial_placement,lure,tapemeasure,349,161,189,230,174.24408167854654
162,Active,exp01,spatial_placement,lure,toiletpaper,429,312,422,366,54.45181356024793
162,Active,exp01,spatial_placement,lure,trumpet,89,130,133,232,111.08555261599052
162,Active,exp01,spatial_placement,lure,walkietalkie,409,183,393,246,65.0
162,Active,exp01,spatial_placement,lure,wateringcan,87,345,207,235,162.78820596099706
163,Active,exp01,spatial_placement,target,alarmclock,362,308,119,361,248.71268564349506
163,Active,exp01,spatial_placement,target,applecore,373,340,392,350,21.470910553583888
163,Active,exp01,spatial_placement,lure,bikepump,207,297,439,350,237.9768896342668
163,Active,exp01,spatial_placement,target,binoculars,457,213,270,339,225.48835890129672
163,Active,exp01,spatial_placement,lure,blender,213,232,333,170,135.07035203922436
163,Active,exp01,spatial_placement,lure,bowlingball,190,332,466,175,317.52952618614853
163,Active,exp01,spatial_placement,target,broom,208,229,219,186,44.384682042344295
163,Active,exp01,spatial_placement,target,cactus,178,276,167,189,87.69264507357501
163,Active,exp01,spatial_placement,target,camcorder,395,358,272,363,123.10158406779338
163,Active,exp01,spatial_placement,lure,cereal,114,339,348,349,234.21357774475842
163,Active,exp01,spatial_placement,target,dogbowl,520,308,246,210,290.99828178186897
163,Active,exp01,spatial_placement,lure,doghouse,230,281,215,277,15.524174696260024
163,Active,exp01,spatial_placement,target,donut,281,348,186,309,102.69371937952194
163,Active,exp01,spatial_placement,target,feather,237,311,178,288,63.324560795950255
163,Active,exp01,spatial_placement,target,fishbowl,298,341,129,290,176.52761823578768
163,Active,exp01,spatial_placement,lure,frame,210,216,314,343,164.14932226482082
163,Active,exp01,spatial_placement,target,gavel,348,212,318,328,119.81652640600127
163,Active,exp01,spatial_placement,target,gramophone,432,180,436,237,57.14017850864661
163,Active,exp01,spatial_placement,lure,gumballmachine,505,140,500,190,50.24937810560445
163,Active,exp01,spatial_placement,lure,hanger,329,188,164,360,238.3463865889307
163,Active,exp01,spatial_placement,lure,iron,180,327,285,222,148.49242404917499
163,Active,exp01,spatial_placement,lure,ladle,491,176,333,294,197.2004056790959
163,Active,exp01,spatial_placement,lure,landline,53,342,145,410,114.40279716860073
163,Active,exp01,spatial_placement,target,laptop,216,305,175,219,95.2732911156112
163,Active,exp01,spatial_placement,target,mailbox,459,190,477,199,20.12461179749811
163,Active,exp01,spatial_placement,target,microscope,492,324,489,358,34.132096331752024
163,Active,exp01,spatial_placement,lure,mortarpestle,199,232,280,367,157.4357011608231
163,Active,exp01,spatial_placement,target,paperairplane,304,160,385,345,201.95544062985775
163,Active,exp01,spatial_placement,lure,pear,327,323,145,369,187.72320048411703
163,Active,exp01,spatial_placement,lure,pen,418,286,185,337,238.51624682608102
163,Active,exp01,spatial_placement,target,piggybank,226,372,330,202,199.28873525616044
163,Active,exp01,spatial_placement,target,pretzel,307,329,281,193,138.4629914453678
163,Active,exp01,spatial_placement,target,purse,249,215,299,319,115.39497389401325
163,Active,exp01,spatial_placement,lure,racquet,516,234,510,275,41.43669871020132
163,Active,exp01,spatial_placement,target,remote,111,341,371,199,296.24989451474914
163,Active,exp01,spatial_placement,target,rubikscube,153,331,450,267,303.8173793580611
163,Active,exp01,spatial_placement,lure,seashell,146,193,201,358,173.92527130926086
163,Active,exp01,spatial_placement,lure,shoppingcart,401,274,494,233,101.6366075781753
163,Active,exp01,spatial_placement,target,skates,289,348,178,237,156.97770542341354
163,Active,exp01,spatial_placement,target,soccerball,208,188,90,270,143.69411957348845
163,Active,exp01,spatial_placement,lure,starfish,210,316,237,201,118.12705024675762
163,Active,exp01,spatial_placement,target,straightener,472,189,459,233,45.880278987817846
163,Active,exp01,spatial_placement,lure,tapemeasure,334,326,189,230,173.89939620366712
163,Active,exp01,spatial_placement,lure,toiletpaper,132,204,422,366,332.1806737304264
163,Active,exp01,spatial_placement,lure,trumpet,495,88,133,232,389.58952757999026
163,Active,exp01,spatial_placement,lure,walkietalkie,264,203,393,246,135.9779393872403
163,Active,exp01,spatial_placement,lure,wateringcan,108,361,207,235,160.2404443328837
164,Active,exp01,spatial_placement,target,alarmclock,462,376,119,361,343.32783167113035
164,Active,exp01,spatial_placement,target,applecore,426,104,392,350,248.33847869389874
164,Active,exp01,spatial_placement,lure,bikepump,281,295,439,350,167.29913329123974
164,Active,exp01,spatial_placement,target,binoculars,378,212,270,339,166.71232707871366
164,Active,exp01,spatial_placement,lure,blender,264,349,333,170,191.83847372203522
164,Active,exp01,spatial_placement,lure,bowlingball,281,424,466,175,310.20315923600776
164,Active,exp01,spatial_placement,target,broom,280,333,219,186,159.15401345866212
164,Active,exp01,spatial_placement,target,cactus,284,378,167,189,222.28360263411244
164,Active,exp01,spatial_placement,target,camcorder,257,189,272,363,174.6453549339346
164,Active,exp01,spatial_placement,target,dogbowl,139,361,246,210,185.06755523321746
164,Active,exp01,spatial_placement,lure,doghouse,469,156,215,277,281.3485382936972
164,Active,exp01,spatial_placement,target,donut,426,284,186,309,241.29857024027308
164,Active,exp01,spatial_placement,target,feather,407,347,178,288,236.47832881682837
164,Active,exp01,spatial_placement,target,fishbowl,176,248,129,290,63.0317380372777
164,Active,exp01,spatial_placement,lure,frame,260,407,314,343,83.73768566183328
164,Active,exp01,spatial_placement,target,gavel,146,463,318,328,218.65269264292172
164,Active,exp01,spatial_placement,target,gramophone,407,224,436,237,31.78049716414141
164,Active,exp01,spatial_placement,lure,gumballmachine,474,361,500,190,172.96531444194238
164,Active,exp01,spatial_placement,lure,hairclip,260,339,390,170,213.21585306913744
164,Active,exp01,spatial_placement,lure,hanger,248,187,164,360,192.31484602078956
164,Active,exp01,spatial_placement,lure,iron,377,305,285,222,123.90722335683259
164,Active,exp01,spatial_placement,lure,ladle,449,310,333,294,117.09824934643558
164,Active,exp01,spatial_placement,lure,landline,180,375,145,410,49.49747468305833
164,Active,exp01,spatial_placement,target,laptop,144,321,175,219,106.60675400742676
164,Active,exp01,spatial_placement,target,mailbox,259,342,477,199,260.71632093139084
164,Active,exp01,spatial_placement,target,microscope,421,313,489,358,81.54140052758476
164,Active,exp01,spatial_placement,lure,mortarpestle,480,135,280,367,306.30703550522634
164,Active,exp01,spatial_placement,target,paperairplane,447,325,385,345,65.14598989960932
164,Active,exp01,spatial_placement,lure,pen,455,201,185,337,302.3177136722227
164,Active,exp01,spatial_placement,target,piggybank,305,169,330,202,41.400483088968905
164,Active,exp01,spatial_placement,target,pretzel,205,336,281,193,161.94134740701648
164,Active,exp01,spatial_placement,target,purse,442,323,299,319,143.05593311708537
164,Active,exp01,spatial_placement,lure,racquet,304,166,510,275,233.0600780914655
164,Active,exp01,spatial_placement,target,remote,253,164,371,199,123.08127396155761
164,Active,exp01,spatial_placement,target,rubikscube,461,288,450,267,23.706539182259394
164,Active,exp01,spatial_placement,lure,seashell,286,348,201,358,85.58621384311844
164,Active,exp01,spatial_placement,lure,shoppingcart,242,121,494,233,275.7680184502909
164,Active,exp01,spatial_placement,target,skates,184,362,178,237,125.14391715141412
164,Active,exp01,spatial_placement,target,soccerball,296,171,90,270,228.55415113272392
164,Active,exp01,spatial_placement,target,straightener,271,409,459,233,257.52669764511796
164,Active,exp01,spatial_placement,lure,tapemeasure,285,387,189,230,184.0244548966251
164,Active,exp01,spatial_placement,lure,toiletpaper,144,381,422,366,278.40438214941946
164,Active,exp01,spatial_placement,lure,trumpet,293,71,133,232,226.98237817064125
164,Active,exp01,spatial_placement,lure,walkietalkie,270,326,393,246,146.72763884149435
164,Active,exp01,spatial_placement,lure,wateringcan,272,438,207,235,213.15252754776333
165,Active,exp01,spatial_placement,target,alarmclock,280,339,119,361,162.49615380063616
165,Active,exp01,spatial_placement,target,applecore,212,201,392,350,233.66856870362346
165,Active,exp01,spatial_placement,lure,bikepump,129,365,439,350,310.3626910567699
165,Active,exp01,spatial_placement,target,binoculars,185,235,270,339,134.31678971744373
165,Active,exp01,spatial_placement,target,cactus,241,311,167,189,142.68847185389575
165,Active,exp01,spatial_placement,target,camcorder,423,247,272,363,190.41270965983338
165,Active,exp01,spatial_placement,lure,cereal,411,282,348,349,91.96738552334735
165,Active,exp01,spatial_placement,target,dogbowl,298,215,246,210,52.23983154643591
165,Active,exp01,spatial_placement,target,donut,206,368,186,309,62.297672508690084
165,Active,exp01,spatial_placement,target,feather,151,396,178,288,111.32385189167684
165,Active,exp01,spatial_placement,target,fishbowl,263,227,129,290,148.07092894960846
165,Active,exp01,spatial_placement,lure,frame,303,234,314,343,109.55363982999378
165,Active,exp01,spatial_placement,lure,gumballmachine,383,386,500,190,228.26519664635694
165,Active,exp01,spatial_placement,lure,hairclip,418,221,390,170,58.180752831155424
165,Active,exp01,spatial_placement,lure,hanger,341,290,164,360,190.33917095542893
165,Active,exp01,spatial_placement,lure,iron,393,352,285,222,169.00887550658396
165,Active,exp01,spatial_placement,target,jug,198,359,423,354,225.055548698538
165,Active,exp01,spatial_placement,lure,landline,298,368,145,410,158.66001386612822
165,Active,exp01,spatial_placement,target,mailbox,391,398,477,199,216.78791479231492
165,Active,exp01,spatial_placement,target,microscope,116,345,489,358,373.2264728017025
165,Active,exp01,spatial_placement,lure,mortarpestle,288,425,280,367,58.54912467321779
165,Active,exp01,spatial_placement,target,paperairplane,305,385,385,345,89.44271909999159
165,Active,exp01,spatial_placement,lure,pen,423,204,185,337,272.6407893181063
165,Active,exp01,spatial_placement,target,pretzel,239,282,281,193,98.41239759298622
165,Active,exp01,spatial_placement,target,purse,177,344,299,319,124.53513560437472
165,Active,exp01,spatial_placement,lure,racquet,429,385,510,275,136.60527076214885
165,Active,exp01,spatial_placement,target,remote,341,362,371,199,165.73774464496614
165,Active,exp01,spatial_placement,target,rubikscube,360,360,450,267,129.41792766073794
165,Active,exp01,spatial_placement,target,skates,413,128,178,237,259.04825805243314
165,Active,exp01,spatial_placement,lure,starfish,394,184,237,201,157.91770008456936
165,Active,exp01,spatial_placement,target,straightener,231,346,459,233,254.46610776290032
165,Active,exp01,spatial_placement,lure,tapemeasure,392,359,189,230,240.52026941611388
165,Active,exp01,spatial_placement,lure,toiletpaper,176,221,422,366,285.55384781158176
165,Active,exp01,spatial_placement,lure,trumpet,399,237,133,232,266.04698833100895
165,Active,exp01,spatial_placement,lure,walkietalkie,163,234,393,246,230.31283073246266
166,Active,exp01,spatial_placement,target,alarmclock,308,161,119,361,275.17449009673845
166,Active,exp01,spatial_placement,target,applecore,220,190,392,350,234.91274976041638
166,Active,exp01,spatial_placement,target,binoculars,397,201,270,339,187.5446613476374
166,Active,exp01,spatial_placement,lure,blender,134,303,333,170,239.35329536064467
166,Active,exp01,spatial_placement,lure,bowlingball,442,390,466,175,216.33538776631067
166,Active,exp01,spatial_placement,target,cactus,260,130,167,189,110.13627921806692
166,Active,exp01,spatial_placement,lure,cereal,333,157,348,349,192.5850461484484
166,Active,exp01,spatial_placement,target,dogbowl,402,285,246,210,173.09246084101989
166,Active,exp01,spatial_placement,lure,doghouse,190,249,215,277,37.53664875824692
166,Active,exp01,spatial_placement,target,donut,285,231,186,309,126.03570922560003
166,Active,exp01,spatial_placement,target,feather,150,242,178,288,53.85164807134504
166,Active,exp01,spatial_placement,target,fishbowl,410,193,129,290,297.27092020579477
166,Active,exp01,spatial_placement,target,gavel,197,201,318,328,175.41379649275024
166,Active,exp01,spatial_placement,target,gramophone,412,168,436,237,73.05477397131553
166,Active,exp01,spatial_placement,lure,hairclip,258,174,390,170,132.06059215375342
166,Active,exp01,spatial_placement,lure,hanger,386,145,164,360,309.0453041222274
166,Active,exp01,spatial_placement,lure,ladle,89,445,333,294,286.9442454554543
166,Active,exp01,spatial_placement,lure,landline,374,311,145,410,249.48346638605133
166,Active,exp01,spatial_placement,target,microscope,428,315,489,358,74.63243262818116
166,Active,exp01,spatial_placement,lure,mortarpestle,153,290,280,367,148.51935900750448
166,Active,exp01,spatial_placement,target,paperairplane,450,217,385,345,143.55835050598765
166,Active,exp01,spatial_placement,target,pretzel,138,338,281,193,203.6516633862832
166,Active,exp01,spatial_placement,target,purse,338,297,299,319,44.77722635447622
166,Active,exp01,spatial_placement,target,remote,145,364,371,199,279.8231584411841
166,Active,exp01,spatial_placement,target,rubikscube,380,223,450,267,82.68010643437755
166,Active,exp01,spatial_placement,lure,seashell,361,245,201,358,195.88006534611938
166,Active,exp01,spatial_placement,lure,shoppingcart,117,298,494,233,382.5624132086162
166,Active,exp01,spatial_placement,target,skates,395,159,178,237,230.59271454232893
166,Active,exp01,spatial_placement,target,straightener,345,167,459,233,131.7269904006009
166,Active,exp01,spatial_placement,lure,walkietalkie,297,287,393,246,104.38869670610895
167,Active,exp01,spatial_placement,target,binoculars,100,309,270,339,172.6267650163207
167,Active,exp01,spatial_placement,lure,blender,165,170,333,170,168.0
167,Active,exp01,spatial_placement,lure,bowlingball,255,138,466,175,214.21951358361358
167,Active,exp01,spatial_placement,target,broom,367,169,219,186,148.9731519435633
167,Active,exp01,spatial_placement,target,cactus,190,182,167,189,24.041630560342615
167,Active,exp01,spatial_placement,target,camcorder,126,263,272,363,176.96327302578916
167,Active,exp01,spatial_placement,lure,cereal,414,267,348,349,105.26157893552613
167,Active,exp01,spatial_placement,target,feather,107,212,178,288,104.00480758118829
167,Active,exp01,spatial_placement,target,fishbowl,108,158,129,290,133.6600164596728
167,Active,exp01,spatial_placement,lure,frame,127,273,314,343,199.6722314193939
167,Active,exp01,spatial_placement,target,gavel,142,318,318,328,176.28386199536246
167,Active,exp01,spatial_placement,target,gramophone,391,253,436,237,47.75981574503821
167,Active,exp01,spatial_placement,target,microscope,95,236,489,358,412.45605826560484
167,Active,exp01,spatial_placement,lure,milkshake,248,120,210,220,106.97663296253066
167,Active,exp01,spatial_placement,target,paperairplane,422,178,385,345,171.04970037974343
167,Active,exp01,spatial_placement,target,pretzel,137,232,281,193,149.18780110987626
167,Active,exp01,spatial_placement,lure,racquet,156,315,510,275,356.2527192878673
167,Active,exp01,spatial_placement,target,rubikscube,434,206,450,267,63.06346010171025
167,Active,exp01,spatial_placement,lure,seashell,379,347,201,358,178.33956375409244
167,Active,exp01,spatial_placement,lure,shoppingcart,367,166,494,233,143.58969322343438
167,Active,exp01,spatial_placement,target,soccerball,411,246,90,270,321.895945920417
167,Active,exp01,spatial_placement,lure,starfish,133,285,237,201,133.68619973654722
167,Active,exp01,spatial_placement,target,straightener,102,238,459,233,357.03501228871096
257,Passive,exp01,spatial_placement,target,alarmclock,188,328,119,361,76.48529270389177
257,Passive,exp01,spatial_placement,target,applecore,327,345,392,350,65.19202405202648
257,Passive,exp01,spatial_placement,lure,bikepump,330,233,439,350,159.90622251807463
257,Passive,exp01,spatial_placement,lure,blender,430,362,333,170,215.11159894343214
257,Passive,exp01,spatial_placement,lure,bowlingball,377,382,466,175,225.32199182503248
257,Passive,exp01,spatial_placement,target,broom,231,240,219,186,55.31726674375732
257,Passive,exp01,spatial_placement,target,cactus,455,333,167,189,321.99378875996973
257,Passive,exp01,spatial_placement,target,camcorder,105,367,272,363,167.0478973228936
257,Passive,exp01,spatial_placement,lure,doghouse,178,305,215,277,46.400431032480725
